# A. Ravlić, Y. Saito, and W. Nazarewicz in preparation (2025).
# Calculations with axially-deformed RHB+pnQRPA using the DD-PCX interaction (ver1.0).
# Generated: 2025-10-29 16:18:43
#
# Columns:
#   N          : Neutron number.
#   Z          : Proton number.
#   E(beta)    : Binding energy (MeV) for the min-E configuration
#   beta2      : Mass quadrupole deformation beta2 (dimensionless) at min-E.
#   Q          : beta- Q-value (MeV).
#   HL_log10   : log10 of the total half-life (log10 seconds).
#   FF_percent : % contribution of first-forbidden (FF) transitions to the total decay rate,
#
# N Z E(beta) beta2 Q HL_log10 FF_percent
69 45 -958.44539000 -0.23420664 6.93475000 0.132328 1.07
70 45 -964.69746000 -0.21662964 6.28606000 -0.007410 2.44
71 45 -969.44752000 -0.20267070 8.20883000 -0.230454 0.20
72 45 -975.40133000 -0.18807032 7.48650000 -0.392054 4.96
73 45 -979.77020000 -0.02335249 9.98671000 -0.629241 0.37
74 45 -985.89434000 0.00459211 8.91049000 -0.778553 11.38
75 45 -990.27890000 0.00626927 11.06280000 -0.900954 14.31
76 45 -996.10251000 0.00559224 10.03399000 -1.004152 20.38
77 45 -1000.29230000 0.05213560 12.07880000 -1.130539 21.34
78 45 -1005.81800000 0.00528598 11.15090000 -1.233654 31.90
79 45 -1009.83420000 0.03438196 13.07400000 -1.365659 37.02
80 45 -1015.07510000 0.00391977 12.24350000 -1.464184 44.04
81 45 -1018.56410000 0.03843258 14.41850000 -1.604120 49.71
82 45 -1023.86750000 0.00244237 12.99200000 -1.718435 57.48
83 45 -1024.11020000 -0.02401912 18.47950000 -1.776210 57.25
84 45 -1025.93050000 0.00440308 17.12060000 -1.802261 56.71
85 45 -1026.23510000 0.02702098 18.86560000 -1.866343 57.56
86 45 -1027.65420000 0.00685131 17.96840000 -1.910635 57.12
87 45 -1027.77820000 0.01012030 19.49480000 -1.971360 57.88
88 45 -1029.22090000 0.13730368 18.40160000 -2.087090 57.07
89 45 -1029.28760000 0.14372501 20.00780000 -2.149936 58.08
90 45 -1030.78180000 0.16249369 18.85750000 -2.220473 56.17
91 45 -1030.78940000 0.16913088 20.64990000 -2.280870 56.62
92 45 -1031.99800000 0.17314275 19.75430000 -2.333612 55.34
93 45 -1031.89640000 0.19938117 21.37010000 -2.375110 56.66
94 45 -1033.00810000 0.20188790 20.38880000 -2.424789 55.20
95 45 -1032.62260000 0.20758164 22.12220000 -2.483563 55.13
96 45 -1033.67510000 0.20724679 20.90330000 -2.520473 54.85
97 45 -1033.16880000 -0.21676393 22.70370000 -2.567199 55.41
98 45 -1034.31740000 -0.22599791 21.19950000 -2.608561 55.17
99 45 -1033.97590000 -0.23261189 22.69470000 -2.656327 56.45
100 45 -1034.90730000 -0.23400629 21.37170000 -2.701362 56.28
101 45 -1034.26920000 -0.23881085 23.18690000 -2.748104 57.38
102 45 -1035.10260000 -0.23659035 21.97600000 -2.786316 57.27
103 45 -1034.36030000 -0.23865309 23.78550000 -2.835114 58.61
104 45 -1034.85430000 -0.23386264 22.80110000 -2.864198 57.91
105 45 -1033.82710000 -0.22687735 24.56250000 -2.898867 58.57
106 45 -1034.19850000 -0.22542039 23.38900000 -2.936239 58.20
107 45 -1033.03550000 -0.22247867 25.17960000 -2.972414 59.03
108 45 -1033.20200000 -0.21437793 24.09880000 -3.006362 58.47
109 45 -1031.90030000 -0.21140582 25.80610000 -3.042896 59.39
110 45 -1031.87540000 -0.20323490 24.77690000 -3.073268 58.86
60 46 -906.32952000 0.18891436 NaN NaN NaN
61 46 -913.26456000 0.18610247 NaN NaN NaN
62 46 -921.69053000 0.18734846 NaN NaN NaN
63 46 -928.27047000 0.20600377 NaN NaN NaN
64 46 -936.59284000 -0.22597630 NaN NaN NaN
65 46 -943.27010000 -0.23112935 NaN NaN NaN
66 46 -951.14021000 -0.22710514 1.19336000 2.077261 0.00
67 46 -957.35140000 -0.22596824 3.25905000 1.501789 0.06
68 46 -964.59814000 -0.22693539 2.61883000 1.306569 0.03
69 46 -970.20152000 -0.23162400 4.64793000 0.987193 1.63
70 46 -976.87435000 -0.20629251 4.01252000 0.741156 0.94
71 46 -982.10583000 -0.18622082 6.39920000 0.416484 2.74
72 46 -988.97491000 0.00038124 5.28652000 0.124909 2.65
73 46 -994.02283000 -0.02179704 7.52837000 -0.050667 6.83
74 46 -1000.55970000 0.00051803 6.46520000 -0.169670 9.76
75 46 -1005.35450000 -0.00308266 8.61310000 -0.339785 17.05
76 46 -1011.58910000 0.00048714 7.58910000 -0.462704 22.42
77 46 -1016.18690000 0.05063887 9.63130000 -0.644580 33.20
78 46 -1022.12620000 0.00017929 8.69460000 -0.759110 37.90
79 46 -1026.53660000 0.03216256 10.59360000 -0.943242 48.14
80 46 -1032.20060000 0.00007773 9.77780000 -1.052362 52.52
81 46 -1036.07750000 0.03612421 11.84080000 -1.112460 47.79
82 46 -1041.80770000 0.00005266 10.50900000 -1.335445 64.41
83 46 -1042.26910000 -0.02323398 15.94540000 -1.405345 65.43
84 46 -1044.31870000 -0.00091528 14.70390000 -1.472085 63.95
85 46 -1044.84060000 0.02295500 16.43080000 -1.557191 65.60
86 46 -1046.49100000 0.00082821 15.64440000 -1.618448 62.72
87 46 -1046.84050000 -0.00164935 17.15970000 -1.701737 63.50
88 46 -1048.51340000 0.13055908 16.11460000 -1.871569 57.23
89 46 -1048.85730000 0.14035460 17.70620000 -1.953199 58.35
90 46 -1050.65730000 0.16243341 16.49970000 -2.041155 54.92
91 46 -1050.97030000 0.17033098 18.24080000 -2.113757 55.58
92 46 -1052.48450000 0.17641101 17.28810000 -2.174903 53.59
93 46 -1052.61490000 0.18213253 18.91670000 -2.237306 54.48
94 46 -1053.96280000 0.18372017 17.93000000 -2.291978 52.90
95 46 -1053.79640000 0.19046942 19.69450000 -2.357214 52.98
96 46 -1055.09050000 0.18648582 18.47740000 -2.396518 52.60
97 46 -1054.73490000 0.19463041 20.36300000 -2.448841 53.62
98 46 -1055.88860000 0.18645809 19.08080000 -2.490963 52.65
99 46 -1055.49700000 -0.22834993 20.88310000 -2.519393 56.86
100 46 -1056.67410000 -0.23052748 19.45470000 -2.568173 56.45
101 46 -1056.29660000 -0.23770978 21.07850000 -2.619960 57.78
102 46 -1057.36380000 -0.23527067 19.74350000 -2.661009 57.46
103 46 -1056.87340000 -0.23726024 21.53520000 -2.713937 58.83
104 46 -1057.60760000 -0.23351966 20.56390000 -2.745610 58.08
105 46 -1056.80550000 -0.22466732 22.36600000 -2.784226 58.69
106 46 -1057.43310000 -0.22391476 21.15970000 -2.824032 58.19
107 46 -1056.51880000 -0.22022698 22.97860000 -2.862486 59.06
108 46 -1056.92440000 -0.20994086 21.91520000 -2.899232 58.25
109 46 -1055.87030000 -0.20717319 23.62310000 -2.938848 59.25
110 46 -1056.10370000 -0.19474129 22.59420000 -2.969653 58.46
65 47 -951.55157000 0.17325449 3.43364000 6.457092 99.97
66 47 -959.82845000 -0.22373668 2.17098000 2.738232 0.00
67 47 -966.43497000 -0.22313365 4.12213000 1.935803 0.08
68 47 -974.06745000 -0.22519016 3.43506000 1.860874 0.36
69 47 -980.10487000 -0.07803480 5.78976000 1.511607 1.29
70 47 -987.72303000 0.03169875 4.63896000 0.464415 2.36
71 47 -993.47943000 -0.04958169 6.95300000 0.272223 4.03
72 47 -1000.76920000 0.03217201 5.73820000 0.133653 5.01
73 47 -1006.24290000 0.03626300 8.01560000 -0.049485 3.69
74 47 -1013.18560000 0.03581692 6.90470000 -0.168866 8.71
75 47 -1018.39620000 0.04042064 9.06520000 -0.305542 2.69
76 47 -1025.03620000 0.03746410 8.02010000 -0.442924 15.69
77 47 -1030.03880000 0.04123831 10.07660000 -0.569428 12.91
78 47 -1036.34820000 0.03186008 9.15250000 -0.696032 27.91
79 47 -1041.19640000 0.03359832 11.07400000 -0.806777 25.31
80 47 -1047.13630000 0.02068653 10.28620000 -0.951080 44.26
81 47 -1051.53470000 0.03498894 12.41610000 -1.105896 40.90
82 47 -1057.43250000 0.01069084 11.12660000 -1.279313 64.16
83 47 -1058.24060000 0.03155255 16.91240000 -1.358258 63.38
84 47 -1060.48940000 0.02015727 15.57380000 -1.396301 61.73
85 47 -1061.35340000 0.03491871 17.25490000 -1.482965 61.56
86 47 -1063.21820000 0.03516482 16.35840000 -1.548790 59.19
87 47 -1063.84600000 0.05097056 17.87680000 -1.641335 57.53
88 47 -1065.78150000 0.12744984 16.75400000 -1.783679 56.44
89 47 -1066.37500000 0.15403248 18.14980000 -1.902253 56.25
90 47 -1068.42910000 0.15723795 16.71150000 -1.951157 55.12
91 47 -1068.99060000 0.16534362 18.43560000 -2.018560 55.25
92 47 -1070.74960000 0.17070880 17.45340000 -2.088988 54.49
93 47 -1071.11080000 0.17648249 19.10640000 -2.155706 55.76
94 47 -1072.70890000 0.17736883 18.11410000 -2.211455 54.30
95 47 -1072.78590000 0.18283307 19.93670000 -2.277424 54.32
96 47 -1074.31590000 0.17924360 18.78620000 -2.321684 54.36
97 47 -1074.18740000 0.18404938 20.71810000 -2.375053 55.34
98 47 -1075.59810000 0.17779473 19.42650000 -2.420784 54.55
99 47 -1075.34680000 0.17123571 21.41500000 -2.467001 55.09
100 47 -1076.59310000 0.17476196 20.18240000 -2.511708 54.89
101 47 -1076.32530000 -0.23792345 21.99060000 -2.542543 58.33
102 47 -1077.62660000 -0.23565601 20.59500000 -2.586401 58.14
103 47 -1077.38950000 -0.23693403 22.20670000 -2.640829 59.43
104 47 -1078.38950000 -0.23590620 21.05350000 -2.674391 58.90
105 47 -1077.81080000 -0.22420183 22.86910000 -2.713862 59.18
106 47 -1078.71540000 -0.22552894 21.66010000 -2.755130 58.86
107 47 -1078.05760000 -0.22015500 23.43860000 -2.795615 59.54
108 47 -1078.71140000 -0.20658406 22.38410000 -2.832634 58.52
109 47 -1077.91590000 -0.20368189 24.30810000 -2.872780 59.37
110 47 -1078.51160000 0.02918390 23.26950000 -2.880255 53.44
111 47 -1077.63420000 -0.05018962 25.28760000 -2.921998 54.83
112 47 -1078.37380000 0.02457222 23.89090000 -2.948834 54.97
113 47 -1077.28710000 -0.05448304 26.02480000 -2.991367 56.27
114 47 -1077.92360000 0.02525180 24.58140000 -3.016239 56.49
115 47 -1076.80610000 0.03157377 26.57880000 -3.056396 57.77
116 47 -1077.17610000 0.02953037 25.32290000 -3.083067 58.01
117 47 -1075.92080000 0.03390567 27.24190000 -3.122355 59.31
118 47 -1076.15370000 0.03425358 26.03020000 -3.149196 59.58
119 47 -1074.81360000 0.03923357 27.86560000 -3.187823 60.90
120 47 -1074.85940000 0.03423066 26.74960000 -3.213914 61.24
121 47 -1073.41640000 0.03654090 28.54340000 -3.251947 62.58
122 47 -1073.28120000 0.02683074 27.47170000 -3.277242 63.03
64 48 -954.20321000 0.15126205 NaN NaN NaN
65 48 -961.21743000 0.15321076 NaN NaN NaN
66 48 -969.77510000 0.06179600 NaN NaN NaN
67 48 -976.72051000 -0.00099623 NaN NaN NaN
68 48 -985.11263000 0.00080847 NaN NaN NaN
69 48 -991.57999000 -0.01973319 NaN NaN NaN
70 48 -999.65043000 0.00037475 2.07877000 1.684544 0.00
71 48 -1005.72540000 -0.03571971 4.40220000 1.352937 2.12
72 48 -1013.47650000 0.00029671 3.17180000 1.186250 0.49
73 48 -1019.30830000 -0.01720434 5.42240000 0.935543 2.23
74 48 -1026.67940000 0.00026772 4.30570000 0.778690 4.25
75 48 -1032.27430000 -0.00122846 6.46800000 0.601378 0.47
76 48 -1039.33340000 0.00019793 5.41550000 0.405570 14.99
77 48 -1044.71870000 0.01467360 7.47200000 0.235019 16.23
78 48 -1051.48840000 0.00011619 6.50550000 0.033014 32.73
79 48 -1056.64050000 0.02644636 8.43790000 -0.186732 43.13
80 48 -1063.16880000 0.00007379 7.53210000 -0.348214 52.26
81 48 -1067.77710000 0.03148500 9.62710000 -0.601403 63.42
82 48 -1074.37100000 0.00005947 8.29350000 -0.729354 68.36
83 48 -1075.28120000 -0.02033900 13.93450000 -0.852784 71.77
84 48 -1077.82630000 -0.00050493 12.66860000 -0.943235 66.55
85 48 -1078.79460000 -0.01431350 14.46680000 -1.076764 69.06
86 48 -1080.94080000 0.00021775 13.67330000 -1.167847 62.70
87 48 -1081.75350000 -0.00149213 15.24060000 -1.291566 63.09
88 48 -1083.74280000 0.00105444 14.37860000 -1.389731 57.56
89 48 -1084.35860000 0.03511024 16.12340000 -1.512508 56.39
90 48 -1086.64420000 0.13441009 14.87690000 -1.728107 52.50
91 48 -1087.42100000 0.14798235 16.44160000 -1.825073 53.09
92 48 -1089.43520000 0.15367299 15.38410000 -1.901572 51.69
93 48 -1090.04100000 0.16226641 17.02970000 -1.982922 53.35
94 48 -1091.94060000 0.16327938 15.88790000 -2.046159 51.41
95 48 -1092.32010000 0.17067672 17.69050000 -2.124546 52.24
96 48 -1094.12350000 0.16631006 16.51430000 -2.171637 51.43
97 48 -1094.24260000 0.17122554 18.41700000 -2.230625 52.93
98 48 -1095.97980000 0.16433174 17.10430000 -2.282089 51.68
99 48 -1095.99350000 0.16159537 19.04410000 -2.336236 52.62
100 48 -1097.53390000 0.15925505 17.79820000 -2.381496 52.14
101 48 -1097.43960000 0.15696653 19.67340000 -2.431925 53.14
102 48 -1098.81420000 0.15240218 18.46930000 -2.472288 52.76
103 48 -1098.66100000 -0.23049018 20.29130000 -2.513128 58.66
104 48 -1099.89790000 -0.23012061 19.03600000 -2.547558 58.09
105 48 -1099.59350000 -0.20690126 20.96740000 -2.600181 57.57
106 48 -1100.71420000 -0.20845750 19.77250000 -2.633980 57.48
107 48 -1100.31350000 -0.18710210 21.65390000 -2.676788 57.10
108 48 -1101.44200000 -0.00088105 20.38450000 -2.689477 50.99
109 48 -1100.99910000 -0.03361281 22.19680000 -2.734188 52.44
110 48 -1102.13980000 -0.00021538 20.83890000 -2.764430 52.67
111 48 -1101.48270000 -0.03666947 22.75400000 -2.805383 54.03
112 48 -1102.52990000 -0.00013734 21.36980000 -2.836818 54.41
113 48 -1101.72300000 -0.02684196 23.33750000 -2.882228 56.09
114 48 -1102.60290000 -0.00012987 21.96540000 -2.907724 56.16
115 48 -1101.71700000 -0.01533301 23.92410000 -2.950321 57.68
116 48 -1102.38070000 -0.00014940 22.66100000 -2.977867 57.93
117 48 -1101.40190000 -0.00503824 24.57060000 -3.018779 59.37
118 48 -1101.89720000 -0.00015646 23.37560000 -3.047476 59.74
119 48 -1100.82700000 0.00605165 25.22360000 -3.087598 61.15
120 48 -1101.17780000 -0.00011330 24.08170000 -3.116631 61.59
121 48 -1099.97090000 0.01510973 25.89010000 -3.156680 63.03
122 48 -1100.22890000 -0.00005977 24.73110000 -3.185570 63.51
69 49 -1000.94720000 0.05349795 NaN NaN NaN
70 49 -1009.34560000 0.05486168 NaN NaN NaN
71 49 -1015.86630000 0.05965500 NaN NaN NaN
72 49 -1023.94870000 0.05343631 NaN NaN NaN
73 49 -1030.20310000 0.05534058 NaN NaN NaN
74 49 -1037.96030000 0.05340266 NaN NaN NaN
75 49 -1043.96690000 0.05558433 7.42990000 1.432113 0.13
76 49 -1051.40870000 0.05203775 6.36870000 1.258074 0.06
77 49 -1057.21190000 0.05395041 8.43660000 1.016529 0.02
78 49 -1064.29640000 0.04651121 7.48950000 0.864884 0.07
79 49 -1069.91890000 0.03997459 9.47970000 0.649268 0.09
80 49 -1076.62220000 0.03397972 8.58910000 0.521719 0.26
81 49 -1081.88250000 0.03978157 10.78390000 0.084198 44.13
82 49 -1088.43370000 0.01816039 9.48760000 -0.643024 86.21
83 49 -1089.71290000 0.03546021 15.73470000 -0.763365 88.07
84 49 -1092.47940000 0.03090986 14.31990000 -0.828447 80.85
85 49 -1093.83210000 0.04286596 16.03800000 -0.953207 79.37
86 49 -1096.21210000 0.04783817 15.07210000 -1.048960 70.61
87 49 -1097.33940000 0.06067471 16.61710000 -1.204667 66.33
88 49 -1099.70000000 0.07690170 15.54520000 -1.317145 59.54
89 49 -1100.73910000 0.09776006 17.00680000 -1.467087 58.34
90 49 -1103.08060000 0.11268741 15.75920000 -1.578119 54.59
91 49 -1104.03730000 0.12721683 17.24390000 -1.696233 54.90
92 49 -1106.28870000 0.12992186 15.91160000 -1.765162 52.74
93 49 -1107.04650000 0.13822420 17.56590000 -1.851496 54.24
94 49 -1109.22860000 0.13721374 16.23680000 -1.917565 51.88
95 49 -1109.85580000 0.13806082 17.95890000 -1.992396 52.94
96 49 -1111.87760000 0.13825896 16.72780000 -2.049346 51.60
97 49 -1112.30210000 0.13336274 18.58340000 -2.103021 51.45
98 49 -1114.25560000 0.13481056 17.31420000 -2.166587 51.58
99 49 -1114.55010000 0.13231571 19.21170000 -2.220309 51.35
100 49 -1116.33100000 0.12754234 18.02100000 -2.271396 52.03
101 49 -1116.50150000 0.12848684 19.98270000 -2.326060 51.87
102 49 -1118.17030000 0.11780921 18.79420000 -2.368099 52.54
103 49 -1118.15190000 0.10583937 20.85210000 -2.408857 53.07
104 49 -1119.77890000 0.10515331 19.63890000 -2.457859 53.07
105 49 -1119.70470000 0.09392179 21.65020000 -2.499609 53.56
106 49 -1121.18540000 0.08914220 20.49220000 -2.542523 53.56
107 49 -1121.04450000 0.08213660 22.46750000 -2.586397 54.28
108 49 -1122.41390000 0.07220801 21.33360000 -2.621867 54.15
109 49 -1122.19670000 0.06317090 23.23080000 -2.661496 54.95
110 49 -1123.45470000 0.05911003 22.04960000 -2.698856 55.26
111 49 -1123.11770000 0.05853648 23.96400000 -2.741358 56.41
112 49 -1124.27850000 0.05067435 22.64670000 -2.773261 56.69
113 49 -1123.78630000 0.05393062 24.67750000 -2.819334 58.21
114 49 -1124.85910000 0.04794637 23.16250000 -2.846633 58.32
115 49 -1124.25970000 0.04962457 25.31660000 -2.890542 59.78
116 49 -1125.19050000 0.04772779 24.01870000 -2.919139 60.04
117 49 -1124.49080000 0.04871651 25.94290000 -2.961461 61.47
118 49 -1125.26860000 0.04749337 24.72840000 -2.991193 61.84
119 49 -1124.47750000 0.04973231 26.57710000 -3.032860 63.27
120 49 -1125.07900000 0.04494465 25.43570000 -3.062133 63.67
121 49 -1124.17800000 0.04555761 27.27510000 -3.103092 65.11
122 49 -1124.59910000 0.03801660 26.19300000 -3.132600 65.56
74 50 -1050.61480000 0.00007819 NaN NaN NaN
75 50 -1056.99540000 0.00007130 NaN NaN NaN
76 50 -1064.86650000 0.00006237 NaN NaN NaN
77 50 -1071.00390000 0.00922929 NaN NaN NaN
78 50 -1078.61660000 0.00005259 0.65050000 7.999252 37.70
79 50 -1084.42930000 0.01656748 2.76110000 5.177743 99.69
80 50 -1091.88440000 0.00005053 1.64190000 6.070976 98.41
81 50 -1097.13930000 0.02161544 4.04740000 6.332658 36.71
82 50 -1104.66560000 0.00005447 2.31820000 4.736798 98.15
83 50 -1106.01730000 -0.01640283 8.68400000 0.123884 99.88
84 50 -1109.08810000 -0.00024712 7.48490000 -0.077868 66.02
85 50 -1110.50220000 -0.01052367 9.28910000 -0.419065 74.32
86 50 -1113.17450000 0.00001291 8.52010000 -0.590853 56.88
87 50 -1114.46320000 -0.00189745 10.35590000 -0.821237 59.62
88 50 -1116.96390000 0.00016350 9.83350000 -0.962835 49.83
89 50 -1118.05780000 0.00952298 11.78150000 -1.150861 50.56
90 50 -1120.49920000 0.00048195 10.98370000 -1.257738 45.30
91 50 -1121.41830000 0.03264063 13.09400000 -1.421348 46.21
92 50 -1123.83040000 -0.00089931 12.21320000 -1.496073 42.93
93 50 -1124.68340000 0.07123416 14.15180000 -1.650165 46.33
94 50 -1127.03270000 0.07094110 12.99960000 -1.720832 44.70
95 50 -1127.82340000 0.08814903 14.92940000 -1.825978 46.92
96 50 -1130.10350000 0.07877095 13.77350000 -1.879250 45.44
97 50 -1130.78780000 0.07681403 15.76400000 -1.952155 46.63
98 50 -1132.97980000 -0.08029162 14.83350000 -2.006950 46.08
99 50 -1133.57000000 0.06021289 16.75840000 -2.075729 46.25
100 50 -1135.70220000 -0.08040042 15.39690000 -2.128747 47.08
101 50 -1136.18250000 -0.06284949 17.48640000 -2.189649 47.44
102 50 -1138.22200000 -0.06671182 15.92380000 -2.236702 47.69
103 50 -1138.63580000 0.01626119 17.93710000 -2.288704 47.90
104 50 -1140.57290000 -0.00094311 16.41470000 -2.330787 47.62
105 50 -1140.89560000 -0.00716734 18.31000000 -2.379597 48.92
106 50 -1142.73000000 -0.00032166 17.00890000 -2.421041 49.42
107 50 -1142.96550000 -0.00019304 18.72630000 -2.465893 50.72
108 50 -1144.64550000 -0.00017247 17.38630000 -2.505184 51.30
109 50 -1144.72230000 -0.00015821 19.09680000 -2.550727 52.65
110 50 -1146.29970000 -0.00011258 17.57430000 -2.585431 53.24
111 50 -1146.14320000 -0.00019574 19.59040000 -2.632430 54.64
112 50 -1147.68180000 -0.00008535 18.13740000 -2.663436 55.19
113 50 -1147.23960000 -0.00052585 20.19790000 -2.712342 56.66
114 50 -1148.79430000 -0.00007279 18.58160000 -2.740366 57.17
115 50 -1148.42720000 -0.00915226 20.50770000 -2.787087 58.85
116 50 -1149.65170000 -0.00006532 19.18910000 -2.816695 59.17
117 50 -1149.21500000 -0.00176309 21.02650000 -2.861577 60.75
118 50 -1150.27260000 -0.00005625 19.78410000 -2.892483 61.19
119 50 -1149.73270000 0.00454632 21.62910000 -2.936345 62.71
120 50 -1150.67110000 -0.00004312 20.43930000 -2.967714 63.23
121 50 -1150.01010000 0.01149464 22.27380000 -3.011147 64.71
122 50 -1150.84930000 -0.00002839 21.11040000 -3.042583 65.30
77 51 -1078.48510000 -0.04499054 2.59920000 9.397940 75.00
78 51 -1086.40840000 -0.03751834 1.65500000 8.385329 7.29
79 51 -1092.74430000 0.04103645 3.67250000 9.397940 75.00
80 51 -1100.40470000 -0.02755645 2.77280000 7.409454 96.38
81 51 -1106.20180000 0.03795717 5.08880000 5.998432 75.52
82 51 -1113.91930000 -0.01903771 3.54490000 5.614003 99.08
83 51 -1115.79100000 -0.03490678 9.88180000 0.381670 99.10
84 51 -1119.00930000 -0.03119136 8.59210000 0.410451 0.00
85 51 -1120.91260000 0.05278924 10.34300000 -0.021271 4.61
86 51 -1124.03710000 0.08782914 9.29250000 -0.325151 1.84
87 51 -1126.01540000 0.10967688 11.18800000 -0.811454 49.27
88 51 -1129.05730000 0.11972490 10.79480000 -0.966653 46.56
89 51 -1130.70090000 0.13375712 12.69210000 -1.178160 50.19
90 51 -1133.73030000 0.13575887 11.78490000 -1.234486 47.66
91 51 -1135.26160000 0.14423205 13.65210000 -1.367644 51.63
92 51 -1138.05320000 0.14489350 12.79590000 -1.441033 48.06
93 51 -1139.25030000 0.14812384 14.68660000 -1.551941 50.07
94 51 -1141.97080000 0.15072907 13.65250000 -1.615410 48.62
95 51 -1143.09500000 0.15468649 15.54310000 -1.707424 51.37
96 51 -1145.76980000 0.25530711 14.44700000 -1.811022 55.87
97 51 -1147.03130000 0.26800327 16.13560000 -1.911064 56.13
98 51 -1149.54640000 0.26907569 15.20540000 -1.964856 54.89
99 51 -1150.31710000 0.27516571 17.27760000 -1.969285 53.02
100 51 -1152.88690000 0.27499679 16.24490000 -2.025346 51.84
101 51 -1153.36380000 0.26223156 18.35230000 -2.096179 54.44
102 51 -1155.79090000 0.27250749 17.25510000 -2.147264 52.99
103 51 -1156.20560000 0.26675997 19.09280000 -2.204306 54.05
104 51 -1158.42360000 -0.16036032 17.75060000 -2.253863 53.76
105 51 -1158.95690000 -0.15796466 19.37930000 -2.310671 55.06
106 51 -1160.90980000 -0.15141358 18.19040000 -2.353179 54.62
107 51 -1161.24980000 -0.14818649 19.34790000 -2.406414 55.92
108 51 -1163.03710000 -0.13842187 18.19260000 -2.442831 55.55
109 51 -1163.09200000 -0.11974926 20.17750000 -2.477737 55.82
110 51 -1164.95160000 -0.12518057 18.76450000 -2.525871 56.59
111 51 -1165.03720000 -0.11078201 20.58710000 -2.562204 57.22
112 51 -1166.65550000 -0.10614508 19.32190000 -2.601643 57.67
113 51 -1166.59390000 -0.10202257 21.11000000 -2.647707 59.03
114 51 -1168.15290000 -0.08561845 19.72450000 -2.672943 58.89
115 51 -1168.05880000 -0.07125585 21.48480000 -2.707267 59.74
116 51 -1169.45950000 -0.06559738 20.19730000 -2.742001 60.31
117 51 -1169.27470000 -0.06141288 21.95160000 -2.787539 61.81
118 51 -1170.57980000 -0.04890116 20.70220000 -2.814591 62.05
119 51 -1170.32840000 -0.04505367 22.50430000 -2.859039 63.52
120 51 -1171.50190000 -0.03735073 21.38340000 -2.889234 63.95
121 51 -1171.17770000 -0.03581430 23.22450000 -2.933278 65.40
122 51 -1172.21780000 -0.02801799 22.20810000 -2.964954 65.96
123 51 -1171.76780000 0.03257086 24.06260000 -3.009333 67.40
124 51 -1172.71430000 -0.02015063 22.97390000 -3.041667 68.07
76 52 -1080.30230000 0.06159311 NaN NaN NaN
77 52 -1087.28140000 0.05546740 NaN NaN NaN
78 52 -1095.63480000 0.00165480 NaN NaN NaN
79 52 -1102.39550000 0.03368469 NaN NaN NaN
80 52 -1110.50860000 0.00044212 NaN NaN NaN
81 52 -1116.68220000 0.03324193 NaN NaN NaN
82 52 -1124.89080000 0.00021938 0.95750000 7.663708 99.54
83 52 -1126.81940000 -0.02479032 7.48090000 1.984486 88.08
84 52 -1130.47360000 -0.00004452 6.13030000 0.404298 47.86
85 52 -1132.54760000 0.10944326 7.97920000 -0.026835 59.43
86 52 -1136.42140000 0.12431477 7.04550000 -0.274573 30.65
87 52 -1139.07010000 0.14341972 8.75540000 -0.508671 40.35
88 52 -1142.61100000 0.15519431 8.31060000 -0.678572 36.33
89 52 -1144.73320000 0.16583603 10.24600000 -0.920286 43.76
90 52 -1148.13170000 0.17149917 9.40650000 -0.982364 40.67
91 52 -1150.06710000 0.18166930 11.29830000 -1.141039 46.71
92 52 -1153.15490000 0.18615291 10.59260000 -1.225301 44.46
93 52 -1154.84130000 0.20220583 12.41010000 -1.378604 50.40
94 52 -1157.85610000 0.20704319 11.52990000 -1.431214 47.88
95 52 -1159.43480000 0.22743370 13.37130000 -1.540297 52.10
96 52 -1162.38490000 0.24514282 12.41780000 -1.610358 51.05
97 52 -1163.96980000 0.27181879 14.11090000 -1.710422 54.51
98 52 -1166.81270000 0.28041352 13.13010000 -1.771515 53.46
99 52 -1168.34980000 0.29731848 14.66490000 -1.871785 56.14
100 52 -1170.93410000 0.30038826 13.88090000 -1.916358 55.36
101 52 -1172.26400000 0.30930393 15.46050000 -1.997395 57.26
102 52 -1174.51640000 0.30199196 14.82820000 -2.041036 56.37
103 52 -1175.39220000 0.31052257 16.47280000 -2.120804 58.74
104 52 -1177.55420000 0.29274782 15.47930000 -2.154700 56.84
105 52 -1178.31820000 0.29123062 17.12690000 -2.227371 58.29
106 52 -1179.81570000 -0.17909035 16.66890000 -2.261530 57.55
107 52 -1180.44770000 -0.17444788 17.29730000 -2.321630 58.80
108 52 -1182.48750000 0.26435639 16.14070000 -2.357865 58.65
109 52 -1182.93410000 -0.16882900 18.47990000 -2.392590 57.65
110 52 -1184.84230000 -0.15612490 17.11820000 -2.419298 56.94
111 52 -1185.19540000 -0.15224838 18.60510000 -2.476495 58.51
112 52 -1186.92190000 -0.14077674 17.35890000 -2.502151 58.16
113 52 -1187.09540000 -0.13045575 19.16260000 -2.550071 59.38
114 52 -1188.76160000 -0.11889697 17.94300000 -2.575992 59.33
115 52 -1188.87480000 -0.11326438 19.64630000 -2.625134 60.83
116 52 -1190.44430000 -0.09258213 18.44900000 -2.643935 60.57
117 52 -1190.50000000 -0.07070897 20.15270000 -2.687777 61.94
118 52 -1192.05070000 0.06046460 18.96970000 -2.705805 61.81
119 52 -1192.10330000 0.04669345 20.57330000 -2.749164 63.32
