# A. Ravlić, Y. Saito, and W. Nazarewicz in preparation (2025).
# Calculations with axially-deformed RHB+pnQRPA using the DD-PCX interaction (ver1.0).
# Generated: 2025-10-29 16:18:43
#
# Columns:
#   N          : Neutron number.
#   Z          : Proton number.
#   E(beta)    : Binding energy (MeV) for the min-E configuration
#   beta2      : Mass quadrupole deformation beta2 (dimensionless) at min-E.
#   Q          : beta- Q-value (MeV).
#   HL_log10   : log10 of the total half-life (log10 seconds).
#   FF_percent : % contribution of first-forbidden (FF) transitions to the total decay rate,
#
# N Z E(beta) beta2 Q HL_log10 FF_percent
126 71 -1523.84950000 0.00185425 8.20790000 -0.643501 85.37
127 71 -1524.24580000 -0.02178728 13.64520000 -0.728380 82.27
128 71 -1526.56280000 0.00377799 11.90500000 -0.746266 75.70
129 71 -1527.19990000 -0.03692866 13.82200000 -0.891285 73.29
130 71 -1529.29760000 0.08017747 12.54680000 -0.995077 72.63
131 71 -1530.63450000 0.11232430 13.46060000 -1.102580 75.32
132 71 -1533.13630000 0.13033158 12.39300000 -1.173106 73.50
133 71 -1534.55350000 0.14651929 13.62040000 -1.260551 73.75
134 71 -1537.08950000 0.15926954 12.63720000 -1.314853 72.89
135 71 -1538.46350000 0.17285072 13.94790000 -1.395070 73.32
136 71 -1540.90280000 0.18451217 13.02890000 -1.448570 72.38
137 71 -1542.18380000 0.19940424 14.34150000 -1.529899 72.94
138 71 -1544.64430000 0.21273945 13.29390000 -1.577128 72.08
139 71 -1545.92960000 0.22822907 14.63710000 -1.656560 72.50
140 71 -1548.41780000 0.24688147 13.59300000 -1.704099 71.71
141 71 -1549.77860000 0.26394089 14.89550000 -1.777638 72.26
142 71 -1552.12050000 0.27539078 14.10170000 -1.827009 71.27
143 71 -1553.26430000 0.28699983 15.51880000 -1.884753 73.31
144 71 -1555.50710000 0.29241526 14.63220000 -1.926282 71.91
145 71 -1556.48530000 0.29530589 16.08080000 -1.983313 72.19
146 71 -1558.36840000 0.29794312 15.37880000 -2.025363 70.94
147 71 -1559.15090000 0.30132786 16.70510000 -2.085326 71.32
148 71 -1560.83720000 0.29554044 16.02350000 -2.119505 70.29
149 71 -1561.39530000 0.29405641 17.38450000 -2.178220 70.46
150 71 -1562.97580000 0.29627176 16.56600000 -2.209976 69.95
151 71 -1563.34450000 0.29688272 17.99200000 -2.253682 70.39
152 71 -1564.66830000 0.29506127 17.21110000 -2.289161 69.77
153 71 -1564.85630000 0.29496051 18.58400000 -2.333663 70.49
154 71 -1565.95100000 0.29186135 17.89920000 -2.365229 69.81
155 71 -1565.95570000 0.29032736 19.21010000 -2.411269 70.44
156 71 -1566.90540000 0.29382241 18.49110000 -2.452371 70.53
157 71 -1566.81050000 0.29162230 19.75490000 -2.498569 71.15
158 71 -1567.57690000 0.28438746 19.07430000 -2.530658 70.24
159 71 -1567.26610000 0.28010186 20.37860000 -2.578616 71.00
160 71 -1567.87740000 0.27366001 19.63950000 -2.604955 69.75
161 71 -1567.29820000 0.26906125 21.09730000 -2.649376 70.45
162 71 -1567.82820000 0.26355633 20.25190000 -2.667117 69.49
163 71 -1567.20610000 0.25890468 21.55940000 -2.698875 69.94
164 71 -1567.44450000 0.25379302 20.90130000 -2.721610 69.42
165 71 -1566.66040000 0.24889627 22.11230000 -2.749934 69.93
166 71 -1566.71920000 0.24385117 21.45820000 -2.772710 69.41
167 71 -1565.60450000 0.23900599 22.82370000 -2.801855 69.98
168 71 -1565.55860000 0.23321885 21.97790000 -2.818489 69.11
108 72 -1442.79980000 0.28120616 NaN NaN NaN
109 72 -1448.68420000 0.27768365 NaN NaN NaN
110 72 -1455.33750000 0.27316102 NaN NaN NaN
111 72 -1460.66290000 0.27131020 NaN NaN NaN
112 72 -1467.04850000 0.26617587 1.41910000 3.734984 87.96
113 72 -1471.70170000 0.25762980 3.38290000 1.452756 99.84
114 72 -1477.06400000 0.23652471 3.11300000 1.489135 81.99
115 72 -1481.56300000 0.21625473 4.51580000 0.923010 83.54
116 72 -1487.07600000 0.19695566 3.96120000 0.937607 73.58
117 72 -1491.39300000 0.17894145 5.50800000 0.636580 78.41
118 72 -1497.07210000 0.16707551 4.43320000 0.524592 83.19
119 72 -1501.04610000 -0.16061270 6.36950000 0.361973 80.08
120 72 -1506.54620000 -0.14086032 4.89040000 0.351851 78.01
121 72 -1511.02850000 -0.12030776 6.01740000 0.182735 81.33
122 72 -1516.59820000 -0.10079747 5.21940000 0.169952 84.56
123 72 -1520.84880000 -0.09443428 6.80720000 -0.062129 88.30
124 72 -1526.69400000 -0.07528253 5.48630000 -0.092968 90.93
125 72 -1531.27540000 -0.02910901 6.97580000 -0.071768 98.45
126 72 -1537.10900000 0.00011008 5.87530000 -0.156980 99.62
127 72 -1537.68580000 -0.02112084 11.22990000 -0.253197 98.57
128 72 -1540.23990000 0.00037090 9.49260000 -0.401942 86.37
129 72 -1541.06240000 -0.03516840 11.44290000 -0.577220 83.58
130 72 -1543.31310000 0.06762479 10.27100000 -0.680705 77.87
131 72 -1544.74730000 0.10472060 11.31460000 -0.822494 81.50
132 72 -1547.39190000 0.12256878 10.22380000 -0.905656 77.99
133 72 -1548.94470000 0.13916852 11.48600000 -1.020186 77.83
134 72 -1551.62940000 0.15155490 10.51420000 -1.078874 76.20
135 72 -1553.14970000 0.16510291 11.83000000 -1.178570 76.22
136 72 -1555.74330000 0.17641181 10.90560000 -1.232428 74.55
137 72 -1557.15620000 0.19273344 12.31250000 -1.329995 75.15
138 72 -1559.78470000 0.20438282 11.26350000 -1.375854 73.58
139 72 -1561.22880000 0.22275751 12.66300000 -1.469655 74.24
140 72 -1563.89210000 0.24319354 11.59190000 -1.518906 73.22
141 72 -1565.44020000 0.26199913 12.88380000 -1.606083 73.93
142 72 -1568.00110000 0.27384153 12.09930000 -1.657902 72.66
143 72 -1569.35730000 0.28575940 13.49940000 -1.739597 73.61
144 72 -1571.78410000 0.29088871 12.59510000 -1.783176 72.04
145 72 -1572.96520000 0.29325608 14.01780000 -1.845259 72.30
146 72 -1575.07400000 0.29492237 13.30970000 -1.889574 70.98
147 72 -1576.07870000 0.29834205 14.64240000 -1.955888 71.39
148 72 -1577.99780000 0.29563349 13.93770000 -1.993669 70.22
149 72 -1578.75980000 0.29359451 15.35840000 -2.057708 70.43
150 72 -1580.55450000 0.29609218 14.55020000 -2.091363 69.97
151 72 -1581.09740000 0.29630261 16.01770000 -2.138001 70.46
152 72 -1582.65830000 0.29390718 15.16620000 -2.175924 69.88
153 72 -1583.06820000 0.29319129 16.53070000 -2.224068 70.47
154 72 -1584.38380000 0.28953098 15.80640000 -2.258113 69.99
155 72 -1584.61450000 0.28744085 17.01960000 -2.308302 70.63
156 72 -1585.78340000 0.28253135 16.20130000 -2.341576 70.09
157 72 -1585.86920000 0.28032160 17.40390000 -2.391628 70.68
158 72 -1586.86270000 0.27238425 16.70070000 -2.426232 69.87
159 72 -1586.73490000 0.26986942 18.13870000 -2.474071 70.94
160 72 -1587.61350000 0.26173964 17.33330000 -2.505915 69.62
161 72 -1587.29810000 0.25772321 18.88990000 -2.552481 70.38
162 72 -1587.98350000 0.25182312 18.20310000 -2.571001 69.51
163 72 -1587.56380000 0.24745682 19.48360000 -2.603751 69.97
164 72 -1587.99070000 0.24200485 18.85310000 -2.627959 69.46
165 72 -1587.39540000 0.23745137 20.06980000 -2.657212 69.95
166 72 -1587.64620000 0.23169909 19.40500000 -2.681936 69.43
167 72 -1586.75450000 0.22639501 20.71750000 -2.713521 69.98
168 72 -1586.87770000 0.21913608 19.88280000 -2.732008 69.06
111 73 -1467.68560000 0.25674720 NaN NaN NaN
112 73 -1474.30260000 0.24998949 1.77420000 2.661730 99.49
113 73 -1479.39500000 0.24322501 3.64260000 3.146385 93.84
114 73 -1485.29680000 0.22488679 3.33710000 1.411046 90.20
115 73 -1490.25520000 0.20936466 4.54400000 1.531188 37.13
116 73 -1496.11900000 0.19499711 3.95430000 0.874016 79.78
117 73 -1500.72330000 0.18571898 5.59090000 0.396035 84.15
118 73 -1506.63360000 0.16830265 4.77080000 0.348317 82.88
119 73 -1510.65460000 0.15147900 6.93140000 0.206413 84.95
120 73 -1516.26390000 -0.13451023 5.65310000 0.463881 60.49
121 73 -1521.03560000 -0.11754576 6.78300000 0.401143 81.48
122 73 -1526.87400000 -0.09902757 6.02830000 0.205225 68.71
123 73 -1531.39830000 -0.09288438 7.62750000 -0.150183 79.96
124 73 -1537.46920000 -0.07485259 6.34230000 -0.211448 79.26
125 73 -1542.20230000 -0.03245371 7.93380000 -0.203088 87.23
126 73 -1548.13370000 0.00516874 7.05130000 -0.230362 92.45
127 73 -1548.95050000 -0.02314233 12.46090000 -0.324613 89.87
128 73 -1551.72330000 0.01082258 10.64230000 -0.353412 82.17
129 73 -1552.80210000 -0.03841208 12.59700000 -0.535782 78.87
130 73 -1555.27990000 0.06275650 11.31520000 -0.645733 76.41
131 73 -1556.83370000 0.09883313 12.42770000 -0.731686 81.15
132 73 -1559.64870000 0.11780158 11.24540000 -0.808681 78.56
133 73 -1561.36160000 0.13407397 12.48410000 -0.914091 78.27
134 73 -1564.19770000 0.14554781 11.48700000 -0.973623 77.13
135 73 -1565.86690000 0.16216533 12.84140000 -1.076549 80.75
136 73 -1568.68670000 0.17239713 11.85950000 -1.126801 79.01
137 73 -1570.26620000 0.18871730 13.19890000 -1.225324 79.07
138 73 -1573.10980000 0.19678820 12.01210000 -1.267439 77.10
139 73 -1574.70200000 0.21656117 13.40250000 -1.363530 77.34
140 73 -1577.54200000 0.24973096 12.28710000 -1.409958 75.56
141 73 -1579.31840000 0.25983641 13.53110000 -1.499045 75.78
142 73 -1582.07470000 0.26729997 12.71660000 -1.549993 74.43
143 73 -1583.59720000 0.27227865 14.15910000 -1.633878 74.35
144 73 -1586.20100000 0.27993308 13.35210000 -1.677030 73.51
145 73 -1587.60170000 0.28367417 14.73800000 -1.743938 73.67
146 73 -1589.93910000 0.28651170 13.97020000 -1.791815 72.54
147 73 -1591.15350000 0.29085326 15.29700000 -1.861808 72.98
148 73 -1593.33620000 0.29095475 14.55030000 -1.901580 71.84
149 73 -1594.32270000 0.29111817 15.87890000 -1.968506 71.97
150 73 -1596.33310000 0.29445022 14.99410000 -2.003118 71.48
151 73 -1597.04250000 0.29595244 16.51000000 -2.050379 71.82
152 73 -1598.81690000 0.29529831 15.56920000 -2.090189 71.19
153 73 -1599.40820000 0.29568532 16.96120000 -2.138640 71.64
154 73 -1600.85210000 0.29396838 16.29650000 -2.174635 71.13
155 73 -1601.20270000 0.29249060 17.58260000 -2.226310 71.65
156 73 -1602.49110000 0.28969729 16.84250000 -2.260514 71.12
157 73 -1602.78140000 0.27107168 18.11510000 -2.305629 70.27
158 73 -1604.09160000 0.26403147 17.27750000 -2.348273 70.17
159 73 -1604.16480000 0.26346521 18.59090000 -2.392871 71.23
160 73 -1605.40600000 0.25522334 17.55900000 -2.434474 70.45
161 73 -1605.40460000 0.25194316 18.95000000 -2.483039 71.25
162 73 -1606.26540000 0.24634938 18.28640000 -2.503828 70.66
163 73 -1606.06180000 0.24232749 19.50030000 -2.537571 71.19
164 73 -1606.68320000 0.23711403 18.85970000 -2.563282 70.82
165 73 -1606.26920000 0.23288426 20.10280000 -2.593228 71.40
166 73 -1606.69000000 0.22742512 19.46830000 -2.619745 71.01
167 73 -1605.97850000 0.22262962 20.82270000 -2.653789 71.72
168 73 -1606.23670000 0.21584372 20.09800000 -2.673677 70.93
169 73 -1605.25880000 0.20634831 21.52270000 -2.701286 71.59
170 73 -1605.34270000 0.19851432 20.69730000 -2.725244 69.69
171 73 -1604.28280000 0.18853773 22.03820000 -2.758642 70.12
172 73 -1604.28790000 0.17373839 21.24230000 -2.783525 67.83
173 73 -1603.25890000 0.15911692 22.48790000 -2.818115 67.83
174 73 -1603.34150000 0.14448717 21.58060000 -2.841179 66.57
175 73 -1602.39670000 0.13133903 22.89050000 -2.863946 66.95
176 73 -1602.53750000 0.11392277 22.01810000 -2.868631 66.28
177 73 -1601.70020000 0.10248463 23.12420000 -2.886675 66.55
178 73 -1601.85850000 -0.08673108 22.27050000 -2.921079 64.48
179 73 -1601.11200000 -0.07487165 23.50310000 -2.945569 65.37
180 73 -1601.63180000 -0.04458138 22.43680000 -2.960085 64.00
181 73 -1601.13790000 -0.03094540 23.66400000 -2.984435 64.79
182 73 -1601.65070000 0.00918749 22.80870000 -3.006392 64.22
111 74 -1475.29480000 0.24991567 NaN NaN NaN
112 74 -1482.25560000 0.24297055 NaN NaN NaN
113 74 -1487.85190000 0.23657023 NaN NaN NaN
114 74 -1494.01720000 0.21824199 NaN NaN NaN
115 74 -1499.29130000 0.20603377 NaN NaN NaN
116 74 -1505.53220000 0.18639518 1.98810000 2.369563 83.28
117 74 -1510.62240000 0.17796546 3.56040000 1.680342 88.79
118 74 -1516.80400000 0.16071583 2.82140000 1.471852 91.08
119 74 -1521.13500000 0.14465951 4.98890000 1.098267 96.02
120 74 -1527.03660000 -0.12804515 3.63100000 1.228241 76.31
121 74 -1532.12030000 -0.11193357 4.60320000 0.882247 78.34
122 74 -1538.24380000 -0.09499688 3.85630000 0.870811 82.32
123 74 -1543.02950000 -0.08951631 5.46730000 0.551221 87.94
124 74 -1549.35410000 -0.07251708 4.19530000 0.492426 89.69
125 74 -1554.40300000 0.00090820 5.69720000 0.553646 100.00
126 74 -1560.62940000 0.00011484 4.68350000 0.375843 100.00
127 74 -1561.58360000 -0.02006727 10.14580000 0.243910 99.22
128 74 -1564.61710000 0.00035917 8.25390000 0.084032 86.42
129 74 -1565.81310000 -0.03302994 10.33430000 -0.142280 84.93
130 74 -1568.47940000 0.04105350 9.05540000 -0.208298 76.73
131 74 -1570.11210000 0.08788973 10.32400000 -0.424233 80.87
132 74 -1573.06370000 0.10834661 9.15950000 -0.500510 79.56
133 74 -1574.90270000 0.12603587 10.39580000 -0.644639 79.90
134 74 -1577.92630000 0.13774502 9.36370000 -0.704284 78.59
135 74 -1579.76420000 0.15100623 10.72470000 -0.828376 78.77
136 74 -1582.68310000 0.16111622 9.80600000 -0.882002 77.05
137 74 -1584.33990000 0.17934457 11.23810000 -1.002889 77.93
138 74 -1587.32250000 0.18634582 10.01270000 -1.044366 75.76
139 74 -1589.04710000 0.21145025 11.47320000 -1.157646 76.70
140 74 -1592.06750000 0.23837763 10.27510000 -1.213020 75.44
141 74 -1594.00930000 0.26205327 11.56970000 -1.328047 76.21
142 74 -1596.97430000 0.27058011 10.70460000 -1.379905 74.57
143 74 -1598.77110000 0.28189414 12.06420000 -1.476457 75.49
144 74 -1601.55770000 0.28752227 11.26890000 -1.524251 73.68
145 74 -1603.12730000 0.29014150 12.64100000 -1.594518 73.82
146 74 -1605.66850000 0.29332435 11.84200000 -1.644426 72.53
147 74 -1607.10450000 0.29687058 13.09240000 -1.720763 72.88
148 74 -1609.41960000 0.29621470 12.37380000 -1.761065 71.77
149 74 -1610.54520000 0.29389003 13.80950000 -1.833400 71.88
150 74 -1612.77050000 0.29812624 12.93740000 -1.870403 71.50
151 74 -1613.60410000 0.29841120 14.54040000 -1.920689 71.91
152 74 -1615.58740000 0.29628038 13.55280000 -1.960417 71.24
153 74 -1616.36660000 0.29546209 15.01550000 -2.011600 71.78
154 74 -1618.00330000 0.29133792 14.35780000 -2.047516 71.19
155 74 -1618.55160000 0.28749665 15.65190000 -2.101972 71.60
156 74 -1620.11450000 0.28202220 14.80490000 -2.135945 71.03
157 74 -1620.58710000 0.27805774 16.09670000 -2.188886 71.41
158 74 -1621.97370000 0.26838936 15.35830000 -2.226321 70.60
159 74 -1622.18300000 0.26683279 16.71060000 -2.274562 71.75
160 74 -1623.57260000 0.25564188 15.67000000 -2.313481 70.48
161 74 -1623.76980000 0.25120256 16.99810000 -2.364883 71.24
162 74 -1624.78010000 0.24435875 16.31500000 -2.386582 70.62
163 74 -1624.76090000 0.23951566 17.39970000 -2.422656 71.15
164 74 -1625.59000000 0.23340401 16.69850000 -2.450840 70.78
165 74 -1625.37630000 0.22869919 17.96610000 -2.483240 71.33
166 74 -1626.01920000 0.22256249 17.29790000 -2.512066 70.94
167 74 -1625.55270000 0.21752403 18.64380000 -2.548602 71.60
168 74 -1625.99950000 0.21000132 17.96030000 -2.570942 70.87
169 74 -1625.25800000 0.20325580 19.39550000 -2.609036 71.88
170 74 -1625.53900000 0.19094477 18.66640000 -2.628598 69.84
171 74 -1624.74820000 0.17995577 20.02190000 -2.664180 69.98
172 74 -1624.96480000 0.16433345 19.28960000 -2.692285 68.28
173 74 -1624.14010000 0.15046285 20.60290000 -2.726704 68.24
174 74 -1624.50520000 0.13745090 19.55730000 -2.749555 67.29
175 74 -1623.77360000 0.12554462 20.87930000 -2.772048 67.50
176 74 -1624.04240000 0.11150816 19.99980000 -2.792534 65.89
177 74 -1623.34700000 0.09803783 21.05240000 -2.809408 65.82
178 74 -1623.83310000 -0.08378850 20.04260000 -2.826376 65.17
179 74 -1623.28660000 -0.07183756 21.34380000 -2.853713 66.03
180 74 -1624.01990000 -0.00016026 20.23100000 -2.862291 63.75
181 74 -1623.67740000 -0.02316969 21.39390000 -2.896202 64.85
182 74 -1624.41880000 -0.00003816 20.38360000 -2.918430 64.14
115 75 -1506.73830000 0.18985665 NaN NaN NaN
116 75 -1513.40080000 0.17725362 1.54680000 2.635582 99.99
117 75 -1518.84340000 0.17053953 3.20380000 4.143067 74.80
118 75 -1525.34190000 0.15697862 2.38510000 1.541452 99.86
119 75 -1529.88560000 0.14366077 4.92970000 1.234741 99.63
120 75 -1535.94150000 -0.12304867 3.94550000 1.187905 82.26
121 75 -1541.31810000 -0.10816054 5.22210000 1.179961 50.66
122 75 -1547.71480000 -0.09253735 4.50600000 0.925531 72.11
123 75 -1552.76740000 -0.08774080 6.14170000 0.343021 87.09
124 75 -1559.31820000 -0.07197436 4.91220000 0.253729 83.38
125 75 -1564.53090000 -0.00026326 6.51060000 0.543548 100.00
126 75 -1570.94740000 0.00004603 5.70660000 0.235746 100.00
127 75 -1572.08900000 -0.01973717 11.16390000 0.147403 99.61
128 75 -1575.36540000 0.00079029 9.22220000 0.041633 89.10
129 75 -1576.75280000 -0.03361239 11.36180000 -0.113414 88.94
130 75 -1579.65410000 -0.02683531 10.01700000 -0.171872 81.40
131 75 -1581.44120000 0.07962796 11.40570000 -0.407214 81.22
132 75 -1584.51650000 0.09852758 10.12690000 -0.474254 78.45
133 75 -1586.50800000 0.11972323 11.33350000 -0.570224 82.35
134 75 -1589.70690000 0.13100989 10.19930000 -0.623813 81.32
135 75 -1591.70710000 0.14396757 11.53130000 -0.741728 80.97
136 75 -1594.79600000 0.15324938 10.55550000 -0.789493 79.44
137 75 -1596.55320000 0.17203272 12.01650000 -0.910495 79.61
138 75 -1599.73830000 0.17565830 10.69460000 -0.944876 77.62
139 75 -1601.56060000 0.20276339 12.19990000 -1.062322 77.54
140 75 -1604.79700000 0.23197805 10.90660000 -1.094556 77.79
141 75 -1606.89690000 0.26048336 12.23300000 -1.226125 79.21
142 75 -1610.05330000 0.26783383 11.39570000 -1.277032 77.31
143 75 -1612.04460000 0.27757704 12.71890000 -1.376460 77.74
144 75 -1614.98630000 0.28209618 11.96710000 -1.423023 75.69
145 75 -1616.72850000 0.28445283 13.34420000 -1.495284 75.59
146 75 -1619.41490000 0.28633053 12.59270000 -1.544705 74.15
147 75 -1621.01140000 0.29111536 13.94460000 -1.630763 72.50
148 75 -1623.57270000 0.29123233 13.22390000 -1.672218 71.80
149 75 -1624.92590000 0.29010042 14.57950000 -1.747059 72.16
150 75 -1627.36250000 0.29457621 13.63080000 -1.785450 71.91
151 75 -1628.35820000 0.29538534 15.28830000 -1.836239 72.31
152 75 -1630.60010000 0.29394101 14.16120000 -1.875149 71.61
153 75 -1631.57910000 0.29379458 15.61090000 -1.924426 71.97
154 75 -1633.42150000 0.29068243 14.90370000 -1.961796 71.40
155 75 -1634.13740000 0.28728758 16.17420000 -2.014422 71.55
156 75 -1635.90180000 0.28392745 15.28900000 -2.050608 71.22
157 75 -1636.55000000 0.27733028 16.57660000 -2.097918 72.31
158 75 -1638.11160000 0.27048636 15.85320000 -2.138542 71.56
159 75 -1638.46060000 0.27003217 17.24090000 -2.187236 72.65
160 75 -1639.98590000 0.26095234 16.22550000 -2.229575 71.37
161 75 -1640.31310000 0.25731228 17.69860000 -2.282870 72.06
162 75 -1641.37860000 0.25160875 17.21530000 -2.305406 71.43
163 75 -1641.50650000 0.22930872 18.37320000 -2.340652 72.00
164 75 -1642.56040000 0.22304198 17.57680000 -2.369892 71.63
165 75 -1642.53510000 0.21859853 18.75550000 -2.403820 72.20
166 75 -1643.41450000 0.21224731 17.95990000 -2.433600 71.80
167 75 -1643.17780000 0.20725377 19.15330000 -2.471068 72.47
168 75 -1643.87150000 0.19957119 18.36090000 -2.495164 71.78
169 75 -1643.42340000 0.19073525 19.60870000 -2.528069 72.59
170 75 -1643.98810000 0.18127182 18.78300000 -2.558076 71.10
171 75 -1643.47240000 0.17130809 20.08090000 -2.597057 71.44
172 75 -1643.96100000 0.15834362 19.34960000 -2.626359 70.33
173 75 -1643.28050000 0.14702243 20.85120000 -2.660741 70.57
174 75 -1643.87090000 0.13630754 19.87010000 -2.684884 69.94
175 75 -1643.26020000 0.12571008 21.38050000 -2.706395 70.19
176 75 -1643.61740000 0.11321702 20.68760000 -2.725517 68.54
177 75 -1643.09370000 -0.09593736 21.95150000 -2.748176 66.79
178 75 -1643.84840000 -0.08513126 20.93900000 -2.774666 66.33
179 75 -1643.46890000 -0.07474253 22.27520000 -2.802449 67.20
180 75 -1644.28930000 0.00202224 21.28090000 -2.791383 65.81
181 75 -1644.02040000 0.00536744 22.61200000 -2.825057 67.35
182 75 -1644.96660000 0.00060727 21.57510000 -2.850128 65.97
183 75 -1644.43640000 -0.01899777 23.14990000 -2.889166 66.92
184 75 -1645.36460000 0.00026134 21.85010000 -2.912150 65.15
115 76 -1514.16560000 0.17442729 NaN NaN NaN
116 76 -1521.26520000 0.16224708 NaN NaN NaN
117 76 -1526.94500000 0.15984655 NaN NaN NaN
118 76 -1534.03330000 0.14463357 0.25920000 5.051100 99.99
119 76 -1539.10500000 0.13120407 2.53700000 2.300859 99.47
120 76 -1545.75820000 -0.11488968 1.81040000 2.702771 69.49
121 76 -1551.43880000 -0.10232828 3.18070000 1.846570 72.00
122 76 -1558.12710000 -0.08753247 2.43100000 1.941611 77.99
123 76 -1563.44840000 -0.08334448 4.03790000 1.426076 86.43
124 76 -1570.25950000 -0.06865064 2.81300000 1.308858 87.53
125 76 -1575.87200000 0.00058899 4.23570000 1.290017 100.00
126 76 -1582.47090000 0.00011498 3.48880000 1.026762 100.00
127 76 -1583.80560000 -0.01860193 8.92690000 0.819838 99.36
128 76 -1587.33260000 0.00032051 6.94280000 0.676583 87.76
129 76 -1588.88910000 -0.02917965 9.13550000 0.363791 88.50
130 76 -1592.06490000 0.00291835 7.72930000 0.349517 79.34
131 76 -1593.86140000 0.06533713 9.35530000 0.056523 82.15
132 76 -1597.05950000 0.08659552 8.13660000 -0.021309 80.91
133 76 -1599.12420000 0.10759284 9.41750000 -0.218327 82.11
134 76 -1602.45640000 0.11875746 8.23330000 -0.272183 81.04
135 76 -1604.56950000 0.13246505 9.61790000 -0.434361 81.58
136 76 -1607.78770000 0.14118670 8.64960000 -0.479545 79.69
137 76 -1609.65090000 0.15334430 10.16030000 -0.619801 80.10
138 76 -1612.97850000 0.16393015 8.83780000 -0.664645 78.10
139 76 -1614.92160000 0.18301846 10.32010000 -0.800612 78.90
140 76 -1618.34790000 0.23282636 8.89100000 -0.871257 77.35
141 76 -1620.66700000 0.25375011 10.21110000 -1.012437 78.04
142 76 -1623.98150000 0.26190222 9.41020000 -1.060817 76.14
143 76 -1626.17140000 0.27316984 10.70910000 -1.177995 76.91
144 76 -1629.29070000 0.27879877 9.96910000 -1.227387 74.77
145 76 -1631.22560000 0.28200712 11.32380000 -1.307660 74.84
146 76 -1634.17400000 0.28637704 10.49440000 -1.361632 73.58
147 76 -1636.01460000 0.29078268 11.80650000 -1.449912 74.01
148 76 -1638.72340000 0.29176752 11.14620000 -1.492772 72.95
149 76 -1640.21130000 0.28990914 12.55960000 -1.576902 73.07
150 76 -1642.86450000 0.29596585 11.57140000 -1.618033 72.78
151 76 -1643.97930000 0.29710590 13.34700000 -1.675432 73.17
152 76 -1646.40800000 0.29561609 12.20470000 -1.719109 72.46
153 76 -1647.54320000 0.29599942 13.69410000 -1.784116 73.16
154 76 -1649.52960000 0.29232196 13.02300000 -1.816749 72.27
155 76 -1650.40880000 0.28834112 14.31450000 -1.877550 72.70
156 76 -1652.34460000 0.28299889 13.47090000 -1.911234 71.95
157 76 -1653.18280000 0.27841023 14.72150000 -1.969114 72.25
158 76 -1654.91950000 0.26946944 14.00510000 -2.010699 71.29
159 76 -1655.42940000 0.26677511 15.40450000 -2.075085 71.55
160 76 -1657.22970000 0.25678985 14.31480000 -2.104373 71.17
161 76 -1657.81190000 0.25239241 15.65880000 -2.160552 71.91
162 76 -1659.09770000 0.24483218 15.12710000 -2.183505 71.36
163 76 -1659.35520000 0.23903089 16.30850000 -2.220989 71.90
164 76 -1660.50860000 0.23129821 15.55110000 -2.250855 71.47
165 76 -1660.59240000 0.22554110 16.78470000 -2.290779 72.29
166 76 -1661.54910000 0.21632809 16.05070000 -2.316428 71.61
167 76 -1661.45040000 0.20912998 17.21380000 -2.355523 72.27
168 76 -1662.25010000 0.19745526 16.44290000 -2.383471 71.57
169 76 -1661.98910000 0.18540822 17.58400000 -2.422395 72.34
170 76 -1662.77130000 0.17124427 16.66470000 -2.457027 70.86
171 76 -1662.52860000 0.15957366 17.91460000 -2.501711 71.31
172 76 -1663.34970000 0.14596715 17.18150000 -2.531028 70.34
173 76 -1662.95900000 0.13649389 18.73200000 -2.567894 70.60
174 76 -1663.85870000 0.12526802 17.74690000 -2.591367 69.80
175 76 -1663.52300000 0.11498863 19.25290000 -2.614799 69.79
176 76 -1664.26320000 -0.10529470 18.52300000 -2.619014 67.32
177 76 -1664.00540000 -0.09115216 19.83910000 -2.646197 67.71
178 76 -1664.96210000 -0.07942841 18.81560000 -2.673116 67.01
179 76 -1664.78820000 -0.06530572 20.12590000 -2.702374 67.64
180 76 -1665.85040000 -0.00017709 19.07970000 -2.715815 65.29
181 76 -1665.75970000 0.00221224 20.34210000 -2.750430 66.71
182 76 -1666.80430000 -0.00005467 19.41580000 -2.776669 65.31
183 76 -1666.43270000 -0.01767692 20.87750000 -2.811550 66.88
184 76 -1667.47070000 -0.00001646 19.65140000 -2.834476 65.26
117 77 -1533.51050000 -0.14271063 NaN NaN NaN
118 77 -1540.86000000 0.13341135 1.31380000 4.657781 100.00
119 77 -1546.78660000 -0.12423036 2.96620000 2.295793 56.85
120 77 -1553.83750000 -0.11007505 2.25340000 1.785628 85.24
121 77 -1559.77610000 -0.09988460 3.73940000 1.598318 88.51
122 77 -1566.70430000 -0.08723471 3.07090000 1.290112 92.83
123 77 -1572.29050000 -0.07996288 4.73230000 1.473519 99.22
124 77 -1579.32570000 -0.06642238 3.72780000 1.041343 97.43
125 77 -1585.17770000 0.00494779 5.14660000 1.097798 99.99
126 77 -1591.95050000 0.00182068 4.45560000 0.656179 100.00
127 77 -1593.49340000 -0.01832759 9.88870000 0.548554 99.85
128 77 -1597.24260000 0.00464556 7.86110000 0.475112 89.91
129 77 -1599.01220000 -0.02867266 10.11870000 0.311544 91.50
130 77 -1602.43470000 0.01752084 8.60860000 0.272624 84.14
131 77 -1604.41410000 0.05521884 10.33200000 0.096644 88.57
132 77 -1607.75970000 0.07114063 9.06530000 0.041117 86.90
133 77 -1609.90770000 0.09487806 10.37530000 -0.129770 87.57
