# A. Ravlić, Y. Saito, and W. Nazarewicz in preparation (2025).
# Calculations with axially-deformed RHB+pnQRPA using the DD-PC1 interaction (ver1.0).
# Generated: 2025-11-03 07:18:58
#
# Columns:
#   N          : Neutron number.
#   Z          : Proton number.
#   E(beta)    : Binding energy (MeV) for the min-E configuration
#   beta2      : Mass quadrupole deformation beta2 (dimensionless) at min-E.
#   Q          : beta- Q-value (MeV).
#   HL_log10   : log10 of the total half-life (log10 seconds).
#   FF_percent : % contribution of first-forbidden (FF) transitions to the total decay rate,
#
# N Z E(beta) beta2 Q HL_log10 FF_percent
64 32 -745.15509000 -0.24340215 16.46569000 -2.205925 32.09
65 32 -746.25172000 -0.22698106 18.27861000 -2.294522 35.48
66 32 -748.52961000 -0.24480180 17.39656000 -2.363483 36.66
67 32 -749.29840000 -0.25284754 19.43228000 -2.449174 40.09
68 32 -750.90172000 -0.23244954 19.09337000 -2.493481 40.29
69 32 -751.35014000 -0.21305102 20.51033000 -2.565236 42.63
70 32 -753.02257000 0.00006376 19.49609000 -2.595928 45.01
71 32 -753.07804000 -0.16477102 21.22600000 -2.672922 45.60
72 32 -754.58477000 0.01174054 20.21626000 -2.684309 47.71
73 32 -754.76968000 0.09086274 21.73394000 -2.752618 49.30
74 32 -756.20811000 0.12997550 20.69915000 -2.797919 49.91
75 32 -756.41243000 0.13742828 22.14824000 -2.859264 51.84
76 32 -757.59631000 0.14910327 21.43333000 -2.899820 52.73
77 32 -757.59716000 0.15294657 23.09217000 -2.957730 54.46
78 32 -758.13245000 0.15206119 22.88453000 -2.993161 55.41
47 33 -694.79535000 0.18586729 3.52471000 3.341017 0.53
48 33 -702.62811000 0.17461894 3.78461000 2.840136 0.85
49 33 -708.46861000 0.13098649 6.33853000 2.091668 15.15
50 33 -715.61134000 0.03499830 5.64929000 2.049596 99.99
51 33 -719.08802000 0.13195901 10.29108000 0.602341 3.47
52 33 -724.13127000 0.17515032 8.84636000 -0.237772 5.54
53 33 -728.01751000 0.20341971 10.11845000 -0.542960 3.15
54 33 -732.89856000 0.21976889 9.46028000 -0.860994 8.26
55 33 -736.36569000 0.23453768 11.36529000 -1.002399 10.47
56 33 -740.97271000 0.24481477 10.77763000 -1.185347 11.44
57 33 -743.91582000 0.24508641 13.03655000 -1.330926 10.17
58 33 -747.81567000 -0.26013549 12.69441000 -1.428365 20.74
59 33 -750.17932000 -0.28241966 15.01404000 -1.600236 32.75
60 33 -753.68674000 -0.26224909 14.47737000 -1.699430 24.82
61 33 -755.84842000 -0.26279377 16.07810000 -1.835704 29.31
62 33 -758.93225000 -0.25678654 15.52691000 -1.914390 27.25
63 33 -760.83878000 -0.25410307 17.10588000 -1.990307 27.70
64 33 -763.74833000 -0.25198184 16.47557000 -2.094812 30.45
65 33 -765.14417000 -0.25835920 18.37567000 -2.176743 31.17
66 33 -767.94868000 -0.25093931 17.39642000 -2.255470 34.59
67 33 -769.21309000 -0.25591153 19.28733000 -2.344427 38.15
68 33 -771.07847000 -0.24890540 19.12022000 -2.396102 38.98
69 33 -771.73666000 -0.22382942 20.67863000 -2.469950 41.55
70 33 -773.52204000 -0.22117758 19.77250000 -2.520190 42.63
71 33 -774.01903000 -0.17783318 21.38878000 -2.584032 45.24
72 33 -775.72162000 -0.18317724 20.46838000 -2.630679 46.24
73 33 -776.12526000 -0.17506462 22.05574000 -2.693000 48.55
74 33 -777.77867000 0.14441123 21.17000000 -2.712059 49.40
75 33 -778.24764000 0.13754142 22.63926000 -2.776646 51.59
76 33 -779.90733000 0.15056619 21.81217000 -2.819975 52.41
77 33 -780.23498000 0.15252352 23.39147000 -2.882828 54.26
78 33 -781.26230000 0.15127184 23.04637000 -2.922117 55.21
79 33 -781.16842000 0.14323972 24.57880000 -2.974187 56.80
80 33 -781.52347000 0.08849372 24.56409000 -2.997134 58.87
81 33 -780.65944000 0.17061033 26.38890000 -3.046634 60.59
82 33 -781.57256000 0.02704483 25.63168000 -3.088227 61.82
46 34 -697.53806000 0.18368969 NaN NaN NaN
47 34 -705.63072000 0.18137820 NaN NaN NaN
48 34 -714.02514000 0.17170121 NaN NaN NaN
49 34 -720.47863000 0.10954990 NaN NaN NaN
50 34 -728.59710000 0.00042959 2.68543000 3.824217 99.99
51 34 -732.19563000 0.10345564 7.88328000 0.919716 9.26
52 34 -737.35396000 0.15230174 6.66138000 -0.002492 1.63
53 34 -741.57684000 0.19192547 7.89719000 -0.312794 2.13
54 34 -746.94898000 0.21646502 7.02907000 -0.601141 0.68
55 34 -750.96834000 0.23386174 8.57297000 -0.756169 1.36
56 34 -756.17037000 0.24546712 7.76383000 -0.946347 0.71
57 34 -759.72808000 0.24619862 9.90674000 -1.119283 1.28
58 34 -764.41136000 -0.26255016 9.42382000 -1.146359 3.94
59 34 -767.38211000 -0.28415537 11.83099000 -1.333847 23.11
60 34 -771.14452000 -0.27290315 11.92793000 -1.473906 16.81
61 34 -773.67716000 -0.26512586 13.49466000 -1.630051 20.29
62 34 -777.16266000 -0.26665271 12.61495000 -1.724875 20.10
63 34 -779.44190000 -0.26210613 14.50561000 -1.818267 22.30
64 34 -782.73784000 -0.25865059 13.80729000 -1.920775 23.31
65 34 -784.56310000 -0.26191011 15.54804000 -2.016975 26.22
66 34 -787.71842000 -0.25516892 14.66768000 -2.089978 27.81
67 34 -789.41669000 -0.25840767 16.30026000 -2.185402 32.02
68 34 -791.63329000 -0.25754378 16.12234000 -2.245878 33.87
69 34 -792.51254000 -0.26828438 18.03492000 -2.328859 37.92
70 34 -794.62581000 -0.23353283 17.42823000 -2.381881 38.79
71 34 -795.40800000 -0.22604286 18.75160000 -2.457615 41.97
72 34 -797.39900000 -0.18002766 17.89947000 -2.495305 42.72
73 34 -798.16667000 -0.17085417 19.57852000 -2.562674 45.40
74 34 -800.10490000 0.08606773 18.82241000 -2.568812 47.16
75 34 -800.93750000 0.10592062 20.29924000 -2.639792 49.39
76 34 -802.84445000 0.11775034 19.50532000 -2.687933 50.42
77 34 -803.52667000 0.12863125 21.03705000 -2.755085 52.47
78 34 -804.96522000 0.12174401 20.54524000 -2.796524 53.58
79 34 -805.30556000 0.11811076 22.14317000 -2.856962 55.43
80 34 -806.26634000 0.00115377 21.91560000 -2.877448 57.52
81 34 -806.42224000 0.04902920 23.31278000 -2.940456 58.92
82 34 -807.88965000 -0.00003398 22.34651000 -2.983544 60.45
49 35 -730.50053000 0.10162553 3.15761000 4.654236 99.98
50 35 -739.29691000 0.01829219 2.74822000 4.285893 38.93
51 35 -743.23334000 -0.08623783 8.40287000 1.777411 22.33
52 35 -748.69203000 0.13583197 7.14909000 0.192432 1.10
53 35 -753.19605000 0.16952937 8.30510000 -0.133676 1.34
54 35 -758.75931000 0.18796663 7.46958000 -0.418759 0.64
55 35 -763.15220000 -0.25119919 8.92278000 -0.374456 1.36
56 35 -768.85282000 -0.26119064 7.98870000 -0.533239 1.12
57 35 -773.05318000 -0.27114600 9.75088000 -0.754475 1.73
58 35 -778.43110000 -0.28048808 8.94291000 -0.896780 2.92
59 35 -782.29045000 -0.29549872 10.83965000 -1.015384 1.31
60 35 -786.38982000 -0.30542162 11.12795000 -1.197247 24.18
61 35 -788.99561000 -0.29956940 13.65305000 -1.476453 18.49
62 35 -793.16551000 -0.29437318 12.23094000 -1.548778 19.07
63 35 -795.76313000 -0.28787562 14.14772000 -1.669333 20.60
64 35 -799.32914000 -0.28247887 13.43357000 -1.767928 20.16
65 35 -801.60410000 -0.27998587 15.10048000 -1.863508 22.99
66 35 -804.93495000 -0.27562375 14.49413000 -1.933703 24.33
67 35 -806.97363000 -0.27274404 16.21978000 -2.019543 27.03
68 35 -809.76546000 -0.27844941 15.95928000 -2.106480 30.18
69 35 -811.27204000 -0.28573616 17.56807000 -2.200112 33.68
70 35 -813.37760000 -0.27739850 17.36501000 -2.251308 36.20
71 35 -814.51647000 -0.16248533 18.78687000 -2.332622 40.45
72 35 -816.96319000 -0.16374775 18.16696000 -2.386901 41.98
73 35 -818.14531000 -0.15967700 19.85888000 -2.462539 45.06
74 35 -820.45474000 0.06067456 19.12867000 -2.467765 47.80
75 35 -821.56777000 0.07689013 20.68719000 -2.539818 50.10
76 35 -823.78172000 0.08414995 19.87256000 -2.588223 51.04
77 35 -824.72846000 0.09669785 21.46271000 -2.657088 53.10
78 35 -826.66673000 0.08751447 20.79581000 -2.701433 54.13
79 35 -827.39994000 0.09356215 22.34938000 -2.766383 55.97
80 35 -828.95302000 0.06076132 21.88664000 -2.804887 57.00
81 35 -829.45416000 0.05408405 23.47690000 -2.864479 58.63
82 35 -830.84109000 0.01659631 22.87859000 -2.907972 59.93
48 36 -732.87614000 0.11726713 NaN NaN NaN
49 36 -741.26313000 0.07432958 NaN NaN NaN
50 36 -750.85421000 0.00027827 NaN NaN NaN
51 36 -755.05912000 -0.06751478 NaN NaN NaN
52 36 -760.71915000 -0.10529514 4.75216000 0.352990 0.58
53 36 -765.44689000 -0.14890955 6.11311000 0.036458 0.37
54 36 -771.29298000 -0.17946975 5.20290000 -0.156533 0.29
55 36 -776.05952000 -0.21934975 6.66342000 -0.176053 1.07
56 36 -782.02206000 -0.24774629 5.83022000 -0.196552 0.65
57 36 -786.59201000 -0.27302732 7.49879000 -0.217360 1.74
58 36 -792.34810000 -0.29251580 6.56345000 -0.242144 2.03
59 36 -796.73577000 -0.30928906 8.10798000 -0.310284 2.89
60 36 -801.86666000 -0.32687857 7.58828000 -0.488653 2.24
61 36 -804.61445000 -0.31894953 10.72622000 -0.986882 9.94
62 36 -809.12885000 -0.31544693 9.61419000 -1.205099 10.80
63 36 -811.98071000 -0.30748644 11.42409000 -1.367822 14.80
64 36 -815.92258000 -0.29493013 10.77816000 -1.510668 14.48
65 36 -818.64708000 -0.28200991 12.57177000 -1.626574 18.13
66 36 -822.41141000 -0.26857323 12.07225000 -1.721892 19.75
67 36 -824.94274000 -0.26369284 13.81768000 -1.833082 24.32
68 36 -828.05811000 -0.27571695 13.67267000 -1.905907 26.28
69 36 -829.96061000 -0.28892725 15.23093000 -2.004222 30.63
70 36 -832.52134000 -0.18404778 14.82486000 -2.078503 31.81
71 36 -834.34815000 -0.15234137 16.26310000 -2.165696 35.39
72 36 -837.22219000 -0.00085013 15.59562000 -2.169675 37.64
73 36 -838.80141000 -0.03057720 17.24280000 -2.254634 41.35
74 36 -841.47296000 -0.03606212 16.54163000 -2.309405 42.65
75 36 -842.87228000 -0.06065443 18.23723000 -2.393848 45.77
76 36 -845.40917000 0.06831939 17.47854000 -2.446727 47.25
77 36 -846.68054000 0.08745839 19.09770000 -2.526144 49.99
78 36 -848.96732000 0.07657453 18.41415000 -2.572871 51.18
79 36 -850.05766000 0.04019565 19.95989000 -2.627629 53.15
80 36 -852.14906000 0.00066374 19.31426000 -2.675097 54.33
81 36 -852.93768000 0.04372590 20.88802000 -2.747638 56.39
82 36 -855.09340000 0.00003145 19.91353000 -2.791979 57.52
51 37 -764.68931000 0.06037522 6.09688000 2.489482 0.14
52 37 -770.77800000 0.07868837 5.03294000 0.700373 1.31
53 37 -775.71388000 -0.13360017 6.52660000 0.149057 0.92
54 37 -781.94094000 -0.16047786 5.49459000 0.077679 1.11
55 37 -787.07028000 -0.20847951 6.90861000 -0.224152 0.47
56 37 -793.30880000 -0.21978613 6.03835000 -0.245108 0.63
57 37 -798.12955000 -0.25680610 7.91213000 0.052373 1.92
58 37 -804.06175000 -0.27150151 7.19411000 -0.022141 2.17
59 37 -808.67294000 -0.31752068 8.91157000 0.103454 1.55
60 37 -814.55867000 -0.33463045 8.05796000 -0.133963 1.83
61 37 -817.96104000 -0.34477715 10.44317000 -0.211508 2.62
62 37 -822.62280000 -0.32823761 10.59351000 -0.827948 4.80
63 37 -825.91874000 -0.32688371 11.76710000 -1.041898 10.07
64 37 -830.43685000 -0.26928508 11.37318000 -1.335656 11.37
65 37 -833.70166000 -0.26474875 12.94213000 -1.459587 15.92
66 37 -837.97842000 -0.25664754 12.36408000 -1.559672 18.75
67 37 -840.94878000 -0.25674778 14.07687000 -1.682295 24.25
68 37 -844.40954000 -0.26283049 14.01169000 -1.760947 26.27
69 37 -846.56420000 -0.27462254 15.73965000 -1.869414 31.21
70 37 -849.82925000 -0.21352508 15.07486000 -1.977225 29.06
71 37 -852.03581000 -0.14580824 16.58728000 -2.051048 35.60
72 37 -855.26221000 -0.14623867 15.89179000 -2.113012 37.32
73 37 -857.23259000 -0.02711615 17.76376000 -2.150213 42.30
74 37 -860.32751000 0.03423108 16.91160000 -2.208005 43.47
75 37 -862.10571000 0.04641379 18.57123000 -2.292866 46.63
76 37 -864.99624000 0.05145877 17.73972000 -2.348245 47.69
77 37 -866.59947000 0.05696746 19.33431000 -2.425675 50.30
78 37 -869.23555000 0.05403941 18.60269000 -2.478328 51.42
79 37 -870.68132000 0.03918726 20.15579000 -2.543133 53.57
80 37 -873.04370000 0.01910378 19.55900000 -2.592857 54.67
81 37 -874.22493000 0.04243910 21.19061000 -2.668820 56.70
82 37 -876.61192000 -0.00233806 20.15256000 -2.711980 57.73
50 38 -770.00419000 0.00019897 NaN NaN NaN
51 38 -775.02894000 -0.04452304 NaN NaN NaN
52 38 -781.45848000 -0.04612038 2.47631000 1.170072 0.03
53 38 -786.65353000 -0.12084209 4.23571000 1.086006 0.02
54 38 -793.19689000 -0.14932786 3.14471000 0.494369 0.01
55 38 -798.56515000 -0.20136153 4.78837000 0.606722 0.72
56 38 -805.25968000 -0.22266524 3.69420000 0.588010 0.24
57 38 -810.47386000 -0.24528870 5.50261000 0.543651 1.41
58 38 -816.80251000 -0.26162557 4.82875000 0.443323 1.12
59 38 -821.83463000 -0.28841109 7.11630000 0.374890 2.29
60 38 -827.62221000 -0.32364317 6.01641000 0.261992 1.75
61 38 -832.43431000 0.44833073 7.77472000 -0.174294 5.04
62 38 -836.90384000 -0.28648687 8.12834000 -0.720547 4.09
63 38 -841.02803000 0.43467310 9.57071000 -0.596195 8.27
64 38 -845.86179000 -0.25828022 8.68066000 -1.077161 7.43
65 38 -849.56050000 -0.25684193 10.50386000 -1.211845 11.31
66 38 -854.24365000 -0.24844223 9.96075000 -1.319613 13.33
67 38 -857.63923000 -0.25095348 11.67685000 -1.452174 19.29
68 38 -861.52185000 -0.25700814 11.61872000 -1.536733 21.73
69 38 -864.12211000 -0.26988886 13.31115000 -1.655087 28.36
70 38 -867.84109000 -0.00026028 12.55803000 -1.692234 20.57
71 38 -870.37200000 -0.14475469 14.17415000 -1.854443 28.27
72 38 -874.21435000 -0.00042742 13.23193000 -1.861740 29.23
73 38 -876.45711000 -0.02134903 15.17579000 -1.967965 35.27
74 38 -879.89494000 0.00086502 14.36953000 -2.026466 36.65
75 38 -881.95396000 -0.00653613 16.06397000 -2.120816 41.22
76 38 -885.15178000 0.00136613 15.26718000 -2.181430 42.75
77 38 -887.05624000 0.01250315 16.90176000 -2.267723 46.34
78 38 -890.05511000 0.00078333 16.13336000 -2.325742 47.82
79 38 -891.82070000 0.02776230 17.70589000 -2.406835 50.76
80 38 -894.63354000 0.00020123 16.93744000 -2.462076 52.15
81 38 -895.98248000 0.03532496 18.77321000 -2.541702 54.70
82 38 -898.86827000 -0.00000949 17.49772000 -2.593283 55.96
51 39 -783.15279000 -0.03066826 3.21178000 4.611746 0.01
52 39 -790.10724000 0.00032244 2.11849000 1.682042 0.54
53 39 -795.55960000 -0.02583354 4.11207000 1.046529 0.55
54 39 -802.57152000 -0.15324445 2.95802000 1.508841 0.01
55 39 -808.17188000 -0.16994392 4.87135000 0.431623 0.06
56 39 -815.19447000 -0.21963203 4.10365000 1.260301 1.86
57 39 -820.84926000 -0.23268368 5.94304000 0.895239 1.82
58 39 -828.16893000 0.51963116 4.59900000 1.136824 1.95
59 39 -832.85662000 0.50955658 6.87370000 0.950151 4.93
60 39 -839.42703000 0.47041065 6.12404000 0.569480 2.97
61 39 -844.25018000 0.45463742 7.68919000 0.562241 5.67
62 39 -849.81674000 0.45096808 7.33778000 0.071890 4.91
63 39 -853.76045000 -0.25412121 9.58658000 -0.705450 2.90
64 39 -859.28236000 -0.24384427 9.04403000 -0.869178 6.94
65 39 -863.42240000 -0.24800911 10.81186000 -1.004826 8.65
66 39 -868.53408000 -0.24253791 10.22185000 -1.127829 12.91
67 39 -872.35857000 -0.24553035 11.97546000 -1.274243 19.59
68 39 -876.65126000 -0.24828586 11.90998000 -1.368833 22.46
69 39 -879.61712000 -0.25879233 13.62621000 -1.498135 29.61
70 39 -883.76415000 -0.17374409 12.82015000 -1.633664 23.02
71 39 -886.66428000 -0.15668244 14.42735000 -1.733883 24.05
72 39 -890.85090000 -0.00027669 13.45491000 -1.728987 28.57
73 39 -893.48247000 -0.15757830 15.10735000 -1.923193 32.84
74 39 -897.23593000 0.00035722 14.40952000 -1.908516 36.78
75 39 -899.63696000 -0.00481962 15.92295000 -2.011309 41.85
76 39 -903.17600000 0.00038005 15.16465000 -2.075280 43.29
77 39 -905.40647000 0.00933727 16.85342000 -2.167772 47.13
78 39 -908.74459000 0.00025388 16.12656000 -2.228970 48.56
79 39 -910.78898000 0.02211456 17.80817000 -2.314206 51.64
80 39 -913.97369000 0.00007098 17.06142000 -2.372690 52.98
81 39 -915.58399000 0.03041312 19.00503000 -2.455004 55.58
82 39 -918.84875000 -0.00004025 17.76374000 -2.509854 56.82
50 40 -785.58257000 0.00011373 NaN NaN NaN
51 40 -791.44373000 -0.02818940 NaN NaN NaN
52 40 -798.88967000 0.00010759 NaN NaN NaN
53 40 -804.74754000 -0.01621667 NaN NaN NaN
54 40 -812.26123000 -0.17202210 NaN NaN NaN
55 40 -818.51612000 -0.19322492 NaN NaN NaN
56 40 -826.01030000 -0.20313475 1.63491000 NaN NaN
57 40 -831.98593000 -0.21581799 3.60890000 1.261512 0.27
58 40 -838.94832000 -0.22337503 3.06125000 0.921782 0.05
59 40 -844.76907000 0.49744643 4.60411000 1.039166 0.96
60 40 -851.15737000 0.48211085 4.13650000 0.190574 0.17
61 40 -856.37252000 0.42765908 6.02009000 -0.039225 0.70
62 40 -862.56503000 -0.22219309 5.50175000 -0.251135 0.58
63 40 -867.54439000 -0.22224577 7.24310000 -0.443321 1.38
64 40 -873.45226000 -0.22668856 6.74617000 -0.563923 1.94
65 40 -877.97393000 -0.23933701 8.56912000 -0.711019 4.48
66 40 -883.55203000 -0.23304485 7.88064000 -0.835155 5.94
67 40 -887.77924000 -0.23854121 9.67945000 -0.990587 12.67
68 40 -892.46133000 -0.23943504 9.60044000 -1.095380 15.40
69 40 -895.80230000 -0.25161219 11.35125000 -1.242297 25.80
70 40 -900.30963000 -0.20674422 10.52450000 -1.344759 18.93
71 40 -903.52381000 -0.19944919 12.32894000 -1.481189 25.54
72 40 -907.80782000 -0.17662628 11.66045000 -1.548323 23.32
73 40 -910.86345000 -0.16717990 13.14653000 -1.664494 28.37
74 40 -914.77791000 -0.00034269 12.55403000 -1.691783 31.15
75 40 -917.55865000 -0.00443786 14.01574000 -1.806731 37.55
76 40 -921.47789000 -0.00047120 13.14028000 -1.876996 39.46
77 40 -924.08915000 0.00960081 14.23165000 -1.979319 44.21
78 40 -927.81515000 0.00024776 13.52435000 -2.047277 45.97
79 40 -930.25311000 0.02349176 15.13392000 -2.139131 49.65
80 40 -933.80702000 0.00008867 14.41207000 -2.204855 51.30
81 40 -935.83049000 0.03212646 16.21777000 -2.290782 54.27
82 40 -939.44712000 -0.00002037 15.14304000 -2.354022 55.84
55 41 -826.86321000 0.20462037 2.85429000 3.394068 0.54
56 41 -834.81283000 0.24671166 2.13890000 2.331768 0.00
57 41 -841.22757000 -0.21272309 4.05215000 1.702399 0.04
58 41 -848.59118000 -0.21672352 3.07308000 1.401855 0.04
59 41 -854.51187000 -0.21636188 4.67927000 0.937852 0.12
60 41 -861.61061000 -0.21876238 3.94337000 0.593392 0.26
61 41 -867.28478000 -0.21992608 5.80205000 0.190104 0.40
62 41 -874.00549000 -0.21927107 5.19689000 0.061393 0.74
63 41 -879.41643000 -0.22057413 6.93932000 -0.193116 0.96
64 41 -885.76105000 -0.22263715 6.41790000 -0.328180 1.99
65 41 -890.65067000 -0.23200921 8.33359000 -0.541763 3.54
66 41 -896.67669000 -0.22763616 7.74984000 -0.648969 5.48
67 41 -901.27977000 -0.23213237 9.51928000 -0.785537 1.96
68 41 -906.37155000 -0.23028310 9.49842000 -0.939331 16.04
69 41 -910.05213000 -0.23689173 11.39878000 -1.101457 25.70
70 41 -915.07075000 -0.21136514 10.59488000 -1.196193 19.32
71 41 -918.68627000 -0.20398422 12.10628000 -1.330034 22.49
72 41 -923.22798000 -0.18832385 11.52264000 -1.413045 21.87
73 41 -926.54994000 -0.17541576 13.03876000 -1.523840 23.09
74 41 -930.79239000 -0.17348990 12.40554000 -1.618316 28.86
75 41 -933.83617000 -0.16992000 14.05102000 -1.739504 34.89
76 41 -937.53880000 -0.04111350 13.79800000 -1.771947 34.11
77 41 -940.55750000 -0.04203263 15.04990000 -1.883266 39.66
78 41 -944.60503000 -0.03626528 14.39698000 -1.954119 41.66
79 41 -947.43709000 -0.03866355 16.06075000 -2.055324 45.90
80 41 -951.26626000 -0.02716038 15.47330000 -2.122194 47.52
81 41 -953.80816000 0.03797155 17.20853000 -2.162977 56.01
82 41 -957.70402000 0.00008566 16.13326000 -2.230162 57.73
83 41 -957.32249000 -0.03759533 20.84260000 -2.318064 53.71
84 41 -958.05344000 -0.03608419 19.84359000 -2.341367 53.70
85 41 -957.82349000 -0.04657266 21.10675000 -2.378319 54.95
86 41 -958.41512000 -0.05698570 20.36367000 -2.411619 55.27
87 41 -958.07969000 0.11071919 21.45001000 -2.467468 55.55
88 41 -958.77591000 0.16822990 20.73932000 -2.530749 55.34
89 41 -958.44181000 0.19316603 22.07449000 -2.593984 56.76
90 41 -959.13905000 0.19107564 21.37234000 -2.623279 56.20
91 41 -958.93814000 -0.19859049 22.46111000 -2.651559 56.57
92 41 -959.82795000 -0.20686152 21.34007000 -2.684836 56.91
93 41 -959.47181000 -0.21235050 22.48381000 -2.727601 58.13
94 41 -960.19725000 -0.21578393 21.53847000 -2.764829 57.63
95 41 -959.71541000 -0.22126278 22.98508000 -2.807293 58.60
96 41 -960.28729000 -0.22112534 22.18066000 -2.844583 58.39
97 41 -959.71670000 -0.22336334 23.56981000 -2.883737 59.37
98 41 -960.12406000 -0.22600641 22.82879000 -2.921219 59.37
99 41 -959.37793000 -0.23295388 24.26935000 -2.965931 60.38
100 41 -959.66710000 -0.23155335 23.52540000 -2.994205 60.44
54 42 -828.93550000 0.18643659 NaN NaN NaN
55 42 -836.16973000 0.21456185 NaN NaN NaN
56 42 -844.49772000 0.23628418 NaN NaN NaN
57 42 -850.88226000 0.23106121 NaN NaN NaN
58 42 -858.40914000 -0.22111340 NaN NaN NaN
59 42 -864.77198000 -0.22116780 NaN NaN NaN
60 42 -872.30483000 -0.22569781 1.84535000 1.319341 0.00
61 42 -878.42038000 -0.22599281 3.59884000 0.945794 0.06
62 42 -885.57375000 -0.22737843 3.01697000 0.672830 0.01
63 42 -891.39695000 -0.22426059 4.76867000 0.378370 0.06
64 42 -898.20226000 -0.23059044 4.17881000 0.204217 0.12
65 42 -903.64453000 -0.23708719 6.01344000 -0.012501 0.47
66 42 -910.01705000 -0.23371063 5.55048000 -0.168387 0.83
67 42 -915.08797000 -0.23623925 7.23789000 -0.357982 2.64
68 42 -920.66891000 -0.23831550 7.13289000 -0.492304 5.22
69 42 -924.88363000 -0.24467794 8.98015000 -0.691580 19.83
70 42 -930.01055000 -0.22056253 8.54062000 -0.826234 11.06
71 42 -933.96862000 -0.20859128 10.01193000 -0.993718 15.32
72 42 -938.80670000 -0.19425678 9.46703000 -1.088567 14.64
73 42 -942.41593000 -0.17689243 11.06038000 -1.214433 17.19
74 42 -947.10519000 -0.17531384 10.23989000 -1.315160 22.45
75 42 -950.55480000 -0.17046569 11.94306000 -1.453458 30.40
76 42 -954.82540000 -0.00116255 11.51500000 -1.474164 35.69
77 42 -958.22001000 0.01270806 12.46365000 -1.602032 42.01
78 42 -962.71584000 0.00066895 11.76887000 -1.685576 44.25
79 42 -965.95756000 0.02815477 13.38149000 -1.799842 49.12
80 42 -970.23469000 0.00021084 12.77263000 -1.879302 51.14
81 42 -973.05528000 0.03449659 14.53620000 -1.977499 54.19
82 42 -977.38309000 0.00002320 13.48192000 -2.059567 56.80
83 42 -977.11503000 -0.02525361 18.35401000 -2.098572 57.41
84 42 -978.14824000 0.00079342 17.35413000 -2.144091 58.16
85 42 -977.99679000 0.03222272 18.68784000 -2.190115 59.40
86 42 -978.74770000 0.00487068 18.04623000 -2.229946 58.99
87 42 -978.73323000 0.15460250 19.09140000 -2.328508 58.04
88 42 -979.73430000 0.17455133 18.48435000 -2.380804 57.27
89 42 -979.72939000 0.19868352 19.82028000 -2.451766 57.84
90 42 -980.61725000 0.19909245 19.23848000 -2.483870 56.60
91 42 -980.38602000 0.20284039 20.56868000 -2.534102 57.98
92 42 -981.17362000 0.21141124 19.80728000 -2.574165 56.52
93 42 -980.95372000 -0.21019795 21.07718000 -2.598104 58.06
94 42 -981.91849000 -0.21648459 20.04351000 -2.639827 57.27
95 42 -981.68595000 -0.22414646 21.07845000 -2.688595 58.38
96 42 -982.50451000 -0.22523875 20.16639000 -2.728583 57.88
97 42 -982.17085000 -0.22813616 21.58405000 -2.771582 59.04
98 42 -982.86528000 -0.23327767 20.77962000 -2.813339 58.83
99 42 -982.41050000 -0.23989035 22.24630000 -2.859280 59.93
100 42 -982.95705000 -0.24117113 21.53945000 -2.893727 59.97
59 43 -873.36818000 0.22473728 3.51280000 1.557338 0.45
60 43 -881.23722000 -0.23080807 2.52575000 2.019265 0.00
61 43 -887.80872000 -0.23637490 3.70810000 1.347966 0.01
62 43 -895.38362000 -0.23254347 2.80691000 1.148236 0.01
63 43 -901.59907000 -0.22644944 4.55053000 0.696226 0.03
64 43 -908.87597000 -0.23443244 3.85252000 0.518087 0.08
65 43 -914.78553000 -0.23845148 5.64234000 0.153744 0.16
66 43 -921.54386000 -0.23593544 5.20509000 0.063069 0.39
67 43 -927.01980000 -0.23699266 6.86171000 -0.174247 0.65
68 43 -933.08178000 -0.23975163 6.66191000 -0.280429 2.36
69 43 -937.76917000 -0.24458300 8.44433000 -0.425612 1.67
70 43 -943.19855000 -0.22485353 8.12696000 -0.600776 8.30
71 43 -947.49173000 -0.21069511 9.60347000 -0.757971 4.22
72 43 -952.69431000 -0.19917725 9.05491000 -0.898010 11.59
73 43 -956.56308000 -0.17973520 10.77681000 -1.037513 7.52
74 43 -961.71586000 -0.17843796 9.95532000 -1.155829 17.37
75 43 -965.55840000 -0.17222562 11.64014000 -1.290641 21.79
76 43 -969.90166000 -0.02351726 11.55622000 -1.381474 27.13
77 43 -973.70271000 0.04383417 12.94904000 -1.508311 34.61
